source_user_id,target_user_id
794168474138353664,3208239154
334220117,35391464
1521341448389423106,1521341448389423106
26751288,235919295
4779098569,231033118
1476323510893125636,1415324327113805830
1476323510893125636,1519355944735490052
790154363603865601,2544501210
1609445540139253760,1485689970593468416
1539227462403506177,1539227462403506177
21855007,21855007
969834639337644032,1603250511888932864
969834639337644032,780812842584854528
1043157987471380486,37794688
68433676,68433676
1403861754808049666,123287597
1403861754808049666,1109544277196054533
252594361,252594361
411743553,2515472100
1576344056229134339,1576344056229134339
1574776075351392256,1574776075351392256
1218334852640051200,1218334852640051200
1490360413,280498048
1163939076090880000,16153562
1396737644944633857,1517796456949817347
1363694707218423814,4876039539
890767859143540736,890767859143540736
1481666681042841605,1309548880078548992
1105511850161176581,1105511850161176581
109064246,941904534506541056
1477335769492738053,1033315094539776002
1105511850161176581,1358893027285204996
877516907414532097,428813012
1563378689982996480,1373390714931920896
1584662053972762624,146332525
1584662053972762624,1498425465123524608
1476323510893125636,1415997802321256453
1476323510893125636,1033315094539776002
1470389558336389120,1470389558336389120
877895477710135296,64355384
1326370491368615936,1001939790
1600471668820004865,1600471668820004865
1108629808458588166,1475954105738801153
1464142205636034564,1464142205636034564
1067383436451680256,1067383436451680256
1608430361951748096,1608430361951748096
1404297257067835392,757327643826094080
1560310591146827777,726902323
3396828819,791894889587965953
2306213336,2306213336
1403861754808049666,73624511
3396828819,3512757083
3396828819,121123109
787009663120314368,1506274530725040128
1149280207372804096,38567957
1537810671009767425,612910827
862846244,994657333560119296
1434147614484844551,1406590750117203973
1331144056370581504,1406590750117203973
1071642779854364672,1271431937895219201
1403861754808049666,1217160654420938758
1494515471034503182,1494515471034503182
1593855358790877206,1593855358790877206
1296239665377206273,1406590750117203973
1539031819932377089,112684779
1014819282226728963,134206307
840654588642451460,1685992430
1264433760,130344472
828804230,828804230
1356984385979904000,18839785
1958500562,1412144879443058697
806354515,2811086486
1403861754808049666,1086932437106651136
1584858816134320128,19760270
1512737329458278404,1586371754
1221109638126604293,1221109638126604293
1476323510893125636,974317246888710145
1476323510893125636,1074501767637950469
1476323510893125636,1164460518049906695
1476323510893125636,1353384573435056128
1607101773004546049,1445929509916717057
805575175303405568,1609991795009527809
805575175303405568,1531018549665333249
237810343,340466229
100465580,100465580
29455588,29455588
351536658,4758531612
1396737644944633857,2589423217
1396737644944633857,1513315065855893505
1396737644944633857,1415997802321256453
1481534740599508992,110388353
1396737644944633857,4876039539
1396737644944633857,37794688
7779482,253266075
1291991061339017216,27943005
1419958501313495065,837248099613487104
3055141478,3055141478
2148853686,2148853686
973835751963156481,757327643826094080
16093478,16093478
1287805060529950720,17764377
948469972845514752,393341763
46167808,46167808
1584263130913378305,1584263130913378305
1479409463333318656,18839785
21997775,69356087
1240930721067339776,322508230
1054915887512211456,474365512
1341863826,1341863826
524939820,22756947
1392554181769285632,1392554181769285632
38085610,2383729434
38085610,367628457
824222637719257092,824222637719257092
1254437372021870594,1652541
1647641041,1647641041
1407062466,84155547
1403861754808049666,1403861754808049666
881613862843404288,881613862843404288
1569617737785442304,46167808
971768595419033601,971768595419033601
2786964931,2786964931
1013327392482488320,1013327392482488320
1512737329458278404,1584430009707794433
1551531102204207104,340466229
1286550025024106496,1286550025024106496
1603096932775346177,1603096932775346177
3302162667,3302162667
1486931830473326593,947505012149645313
14856951,14856951
2415478665,1403861754808049666
779546561789308928,779546561789308928
155239628,1158688497479245830
734768393602109444,734768393602109444
1515216923033755656,1519355944735490052
1261491130375573504,1261491130375573504
584422075,22756947
2332208684,2332208684
1004553018656768000,16523905
1508449809690157057,17137062
1554642734496894978,1554642734496894978
1152082591786266624,339061487
2828486268,854502954178670592
787009663120314368,1333467482
787009663120314368,2207129125
31249127,968604995351400448
130344472,314535201
968604995351400448,31249127
848708817357504512,430995737
2875796095,1403861754808049666
1177940659782729729,531855744
1237643197,1237643197
854096817281273856,854096817281273856
329045084,622872390
1476323510893125636,4876039539
1476323510893125636,4804114077
1476323510893125636,1309548880078548992
1476323510893125636,1517796456949817347
31249127,31249127
337261405,947523433
1389240088211591170,1389240088211591170
1396737644944633857,153243904
81033717,81033717
2613511795,2613511795
1247485927473045510,1196747857
1338400517207126016,56304605
1396737644944633857,628253959
1609894374,1609894374
1396737644944633857,989251920610054144
1396737644944633857,1537622724679303168
3064831713,3064831713
140833842,140833842
1414119660887306241,318673863
1177424736,1177424736
875672162287439872,1071330049624809472
120770359,2148171833
1575499232500363270,1575499232500363270
1264433760,1025638818068590592
1264433760,1403861754808049666
1403861754808049666,2875796095
1403861754808049666,12361942
1403861754808049666,2498252630
1539497663204315137,1539497663204315137
1171480190582583302,1171480190582583302
3131243261,117780256
1391701479749128209,1391701479749128209
1250488997392142339,1250488997392142339
1455500048469565443,438751517
1549747796756119554,810575411096719360
1453832611722375177,46340511
1438875865970987009,741899470997094400
1507137819206201344,430995737
836408597466787841,430995737
1295244441196924936,1295244441196924936
1348952822717554689,430995737
4541049797,42034114
1147697645047164928,1147697645047164928
1608780879140356096,1444719588361572358
1512258725280632832,430995737
126129869,42034114
1847850114,381672362
1508138071706857472,190222988
592196011,190222988
1047436665248256000,1047436665248256000
1599754136219680770,607563890
805575175303405568,1705704212
43019793,190222988
430995737,430995737
4541049797,4541049797
307083455,190222988
805575175303405568,430995737
190222988,307083455
1486738274043449344,1486738274043449344
906948557080539137,190222988
1264433760,20163762
1264433760,563020869
1264433760,3131243261
190222988,906948557080539137
1264433760,432365580
1264433760,1155470031225884675
1264433760,2250998340
1410447430739431424,430995737
1462122279412932610,1609991795009527809
1525559910968205312,190222988
164764832,190222988
1063881108046008320,190222988
1203479998973263873,1203479998973263873
1479581821864136708,190222988
2504950016,190222988
1555215840294965251,1609991795009527809
1204963527968088065,1264214958843334658
156362059,430995737
1486409004712710148,459371001
1512737329458278404,1521341448389423106
1583439350817095680,1354951977046663177
1456274962273038344,1456274962273038344
2386930910,796957855639179264
605308909,605308909
1256030952566009858,1256030952566009858
1572201619756036096,430995737
1295742702500433920,744260935527735296
615025901,472739870
519806902,190222988
16487021,959355565
1496710853076611081,1581941687433457665
214808939,56497601
1607785301610762242,2586997621
1291880955364257793,1291880955364257793
1396737644944633857,1476262356019814411
1396737644944633857,1074501767637950469
1512751348332527621,1049246784126636032
1476323510893125636,1265223205230383104
1476323510893125636,37794688
1476323510893125636,1419943325453402115
1113928502611513350,190222988
857628663633780736,857628663633780736
438845075,190222988
3086178272,3086178272
1512737329458278404,1214658974
705837196788412416,705837196788412416
1481261743498137603,1481261743498137603
1457343801094197250,1457343801094197250
324237955,324237955
23242773,4086264869
1105455172636028929,3939574932
1392490001150070788,1392490001150070788
1519930627046346752,1519930627046346752
46862123,46862123
1403861754808049666,2556637946
172030036,172030036
170618342,170618342
78943794,78943794
1403861754808049666,29649822
1610800708210638850,1313291529411330051
66162716,1491836153623941124
90723240,190222988
822533317052469248,69231187
822533317052469248,164263382
207209354,207209354
3242399299,1943950364
1562046945039884290,1562046945039884290
1943950364,3242399299
1491836153623941124,66162716
904552466590650369,22756947
532041967,266717612
782726996291940352,4876039539
782726996291940352,1519355944735490052
782726996291940352,555678491
782726996291940352,897786234
1110153836,2948102601
1014664598715187201,1466366161680015361
1702711682,1702711682
55846185,18359030
951918772046192641,951918772046192641
1233859823705448451,1469849122333204483
413332513,3246334275
1328747731649662976,800413989939224576
2784508755,2784508755
3075669757,3075669757
831903566088507393,831903566088507393
1503188202538123270,1503188202538123270
1501187597288165376,1501187597288165376
1572527677118058498,17137628
1045372749139644416,468520528
857619144195399680,26588851
1192415062754906112,591211894
1409404274728001538,1409404274728001538
1482317763847032832,918415801740353537
1269225689179275264,1269225689179275264
918415801740353537,1482317763847032832
7836762,7836762
1396737644944633857,1511106194190094336
1476323510893125636,2589423217
1476323510893125636,1511106194190094336
1476323510893125636,782946231551131648
1476323510893125636,2412652615
3045777484,1474620233788841986
1335892590068043776,1335892590068043776
1526184891628797953,1478678382296526849
1185837376783953920,1185837376783953920
341307766,878242815196766208
3142901248,3142901248
1355125801952284674,1341322207050395649
255137937,1356267552062775297
1584174702826000384,964403878614638593
199642436,199642436
236340456,1255161552
4594808984,164263382
1552569246403682304,1552569246403682304
754942466113929216,754942466113929216
770162927269806080,1264433760
1526184891628797953,1494917338583289859
1103767956255883264,2843988315
932575976978108416,932575976978108416
88258735,15606454
88258735,137796364
1403861754808049666,981459329713934336
1403861754808049666,1458832958
1110936426227609607,1110936426227609607
1403861754808049666,19642373
1403861754808049666,2371409042
1339584645344546816,1502096954628587520
959395154,1323320383626510336
1483291816384294912,1264433760
64596856,64596856
1512737329458278404,2947861414
1202020452,1202020452
1425803031069741058,4375004836
1541806974064640005,1541806974064640005
2860466360,2860466360
46989704,1264214958843334658
1599754136219680770,2738087632
1552582928999366658,1552582928999366658
970227487706959872,970227487706959872
1599754136219680770,920945233
4062568763,1041453734126120963
3245256773,39325505
1041453734126120963,4062568763
1379978944334675968,42034114
1512737329458278404,1306300433984495616
1498826705938657287,1415311517206171650
1512751348332527621,95875560
2384027262,2384027262
1060138182879182850,1060138182879182850
1654559922,1041453734126120963
1466678674049191936,1466678674049191936
531872485,1264433760
1060871244445298694,1060871244445298694
1226910819327279107,1194039091131760641
1427667522330021899,4228135420
178280391,77490131
2613926054,2850377923
1509116533389545472,430995737
1532050214541881344,430995737
1280800017687760897,64355384
1026109562074673152,1249451458795196416
1280800017687760897,1214658974
1280800017687760897,712150061770084352
1280800017687760897,1137743813953253376
1058076294401921025,2613926054
1490488167933300736,973031176431480832
1476323510893125636,904700529988820992
1512751348332527621,143467000
1493632772824387584,122995784
1162303129066459136,1162303129066459136
1278409566192099334,24230189
79146814,79146814
1262022321193332736,1414227606363426818
200190023,3114313702
1403861754808049666,68204430
1502637045025583110,1502637045025583110
75673231,2934092230
383605731,3363946175
1403861754808049666,85358260
1396737644944633857,993112885
1396737644944633857,1415324327113805830
1515143647867637766,1515143647867637766
1396737644944633857,2424259633
1586049177183723522,430995737
1403861754808049666,14106837
137351319,137351319
1281707687517065218,1575512832862572544
2801017914,2801017914
1599754136219680770,1443559699312488463
1527242372181962753,741899470997094400
782726996291940352,1525557752017428480
782726996291940352,1513315065855893505
782726996291940352,1415324327113805830
1599754136219680770,1449246435472551936
893496488390774784,491821358
971894091179950080,971894091179950080
1480442846536617984,1480442846536617984
1592839103514566657,1615618795
1281707687517065218,1136651241965137920
1281707687517065218,1291557521023471616
1281707687517065218,1310270124767633408
1293389034463432705,1360285968578670594
1476323510893125636,1513315065855893505
1572776910639202306,1309318883828994050
1581731706318585856,1581731706318585856
1639362632,1068714732
1297250167,1297250167
1545297053252603904,1545297053252603904
1133486174,863488442235211776
1133486174,89819575
1133486174,1209051712574644224
1133486174,3179389829
1133486174,1133486174
897955985523789824,897955985523789824
815417113137606657,450539646
1396737644944633857,419697640
1396737644944633857,155629354
1294235931445211136,1491665170459992070
1491665170459992070,1294235931445211136
1536817564394872834,1264433760
1136480616285786112,1136480616285786112
1399630304,1609986720845496320
1481380816001409025,226338791
257554102,572604727
1599754136219680770,1545100440660049920
1403861754808049666,1341462944
1403861754808049666,20437162
437085205,1497559171
1486587765277937665,1360285968578670594
1599754136219680770,893111826254356481
1065282344486080512,1065282344486080512
1599754136219680770,1408806420233916416
1599754136219680770,1415997802321256453
2596698967,1326229737551912960
750402654803820545,1485522124995366912
1356984385979904000,67378160
834401906936135680,1501772314722983936
4061044933,1509316111103406082
1599754136219680770,1491688017207382019
1599754136219680770,993112885
1599754136219680770,1485620615973330945
1599754136219680770,1407872242776674304
1599754136219680770,3138547976
1599754136219680770,1705704212
1599754136219680770,1347777544649641985
1599754136219680770,741131739138002944
1599754136219680770,1504323428626706433
1599754136219680770,1196526814321152000
1599754136219680770,844385234770636800
1032168163507679233,3957817872
242703439,242703439
1492522795191971850,2467568946
3432963233,42034114
1611751991440560131,1611751991440560131
782726996291940352,4375004836
782726996291940352,352619090
782726996291940352,1517796456949817347
782726996291940352,1476262356019814411
1410641828852994051,2467568946
1584542233386164226,1415997802321256453
1584542233386164226,867617849208037377
1584542233386164226,993112885
1584542233386164226,766578266
344516566,14195941
1584542233386164226,37794688
1274973212301017088,757327643826094080
1396737644944633857,2412652615
1422330473594855425,971017674326069249
1268096957614100482,1268096957614100482
1205475161278963712,1205475161278963712
58796971,58796971
1389624155356676099,1389624155356676099
1276942953194442752,1276942953194442752
81582883,81582883
112201881,112201881
99858047,1329810230582996994
27000767,27000767
3308166147,3308166147
1611883990990086145,22756947
1599754136219680770,1557662514
836259391380713472,836259391380713472
1115964562560442368,1115964562560442368
382686574,1390963673175248899
949756771060469760,1609986720845496320
472589320,1501772314722983936
1393278537272942594,1393278537272942594
2600366150,2600366150
1599754136219680770,1508223430713294849
1599754136219680770,1463583799514742788
1675583418,1675583418
1364694702239272963,226338791
1281707687517065218,1446290987886678017
328858158,1251413732837789698
238384589,238384589
994347871,994347871
14761223,734440888357752832
1958500562,262921126
102391342,102391342
1507444396576411685,993112885
1262670093181423616,1264433760
148756079,1264433760
1599754136219680770,1389585274573709313
1446159865328685059,811296326197579782
1599754136219680770,1232319080637616128
3648221055,3648221055
1612258512603693057,430995737
1576847752092418048,1576847752092418048
805575175303405568,1383151084919779328
3249267439,3249267439
1518696945119678464,1018359179365441536
1518696945119678464,1375159028024713217
1368206474,1368206474
1494610693189898242,705628102693515265
1153554376159563776,1071330049624809472
898929704245186560,1071330049624809472
3403723299,1401782166896398337
1422330473594855425,1497322507
1476323510893125636,1519422218693926912
723389379746500608,723389379746500608
395115649,395115649
2231192238,2231192238
593708630,3387888765
10764112,2827825257
18449770,18449770
1523313478060097536,1523313478060097536
253451553,134758540
197160220,169453042
1513698781652557825,91478624
1565242608842330112,757327643826094080
1254764431994568704,1254764431994568704
781513213955436544,781513213955436544
2447872411,1568874199162257408
729654069795639296,729654069795639296
1583299286347173888,1314942943396990978
880387883772907520,880387883772907520
427424201,427424201
3382308293,3382308293
1373680554420416513,1373680554420416513
3414383007,1574186173664317441
1497579719499595780,3146131584
1200312324,1200312324
1504546145015578624,1504546145015578624
16981590,16981590
1043157987471380486,993112885
1588198503909654529,3828407053
14901582,14901582
2821128539,1403861754808049666
130344472,1403861754808049666
1506421168395366403,1508073558202847242
1517801023607353344,13748562
1869844339,1214671816666402817
172554736,430995737
1105511850161176581,21148293
2875796095,2415478665
1195118186473164801,1195118186473164801
42382474,42382474
246417337,246417337
1452730377924227083,1452730377924227083
1421098495121903616,3828407053
176742962,18667907
899234648496230400,430995737
1589799335813943298,1355569597
1476323510893125636,944445110074437637
1476323510893125636,1506274530725040128
3112774246,452922092
1326152872321544196,1326152872321544196
273308923,273308923
730123605728694275,819154133571764225
1032870566171049984,892056354717933568
1205520836548939776,1205520836548939776
1480958728618741760,42323273
1217801761,1217801761
1562545332663201792,1562545332663201792
730627647064158208,2584210482
2399246246,2399246246
2609473670,2609473670
1083364455365390337,1083364455365390337
2931847528,2931847528
899234648496230400,740386700787122177
40268229,617266600
1294133996301848576,1294133996301848576
1361641280690933767,1361641280690933767
1542012241654214656,1542012241654214656
1557273873917296640,82546863
2274190507,2274190507
907950953055137794,1013535928495697920
368773693,460965158
1586115956144848899,3317111088
1518696945119678464,20985003
1153253986927108096,1153253986927108096
1154403714746191874,1154403714746191874
739082620898775040,373421465
988678319255293952,988678319255293952
1593279413935816704,1590006307440005125
1377336535792619531,1377336535792619531
1585880717241860096,430995737
4061044933,2738087632
988854347655139333,560428757
147309985,147309985
1518952917868425217,1518952917868425217
568646709,430995737
1216856356172500993,1216856356172500993
1294489020,94628304
3329814921,3329814921
994063587328045056,994063587328045056
104822401,1195370804
1706137680,4821717009
909216534249140224,20646711
895814938995957760,3329814921
1319560599978868737,1319560599978868737
1273349195898863617,3296780478
59457598,59457598
2386930910,621533
1273349195898863617,6450372
1273349195898863617,330432644
1329561839529811975,737131740
568362036,1044697468506648578
1212930891640492033,1212930891640492033
4152829889,256013553
42056876,18279282
1448356457540464640,1481324266687766532
753730123988365313,753730123988365313
1562898582373511168,555378063
1396737644944633857,4473212565
982884454183198720,982884454183198720
981341293451202560,1138799436375609345
3493915632,565563822
1512751348332527621,1129737385837715456
1329810230582996994,1329810230582996994
1385853003446562821,1481324266687766532
1233818317992816640,1405800790170558465
95951819,19123985
1026399821492572162,1026399821492572162
573464849,573464849
1476323510893125636,993112885
1476323510893125636,1476262356019814411
1476323510893125636,1355014327988707329
1613255139472838657,141584822
1257731653062934528,1257731653062934528
1475361284392554503,720165751475343360
3308696137,3308696137
141893719,720165751475343360
1403861754808049666,3396828819
952141113632149505,952141113632149505
1052842371107512320,1372196901936848901
33908613,33908613
1572403724223655938,1572403724223655938
1309448413256192000,1264433760
284626244,284626244
31381363,136224570
1323891284788957185,1323891284788957185
1583041666960994304,1544044068413521922
424255011,424255011
1551811014441766912,950440075246129152
117711556,68927629
1219682556,791284725591773185
1097733436729548805,1097733436729548805
1387237264992915461,2293131060
123851403,1492789999779168256
871499941780361217,871499941780361217
1403861754808049666,1264433760
8870632,15458461
1585053754017062912,128700677
1519280825296392192,1264433760
17670374,95023423
1105511850161176581,1470887060508745729
1447659230333337603,150220875
2851953521,912426574737297409
1566463737934266369,738821359971618816
3383662396,3383662396
1511471299952058373,1511471299952058373
1587192924,1587192924
57172253,57172253
1275952135683923970,766578266
1201729867479257088,1201729867479257088
1579526379842011136,105145017
1598483560331153411,1339602268111450112
461613809,1481324266687766532
1004553018656768000,1216550422191587328
1926360631,1926360631
295520176,103352407
1396737644944633857,1360636645989441539
1396737644944633857,1309548880078548992
1024834274,1024834274
191849753,284935228
1214630433100587009,2851953521
1237635216627453952,1237635216627453952
1329979907305332739,1329979907305332739
2875796095,1264433760
1373283858871951361,1373283858871951361
18860860,18860860
85272215,85272215
1106802543382810626,1037569288352096257
999227694901612545,999227694901612545
1457053793007378432,3091420953
1565103372793004035,1565103372793004035
106010633,34317032
1481324266687766532,1357395816193916929
538238147,538238147
1494547716390670337,1268933275118178309
302039567,302039567
46989704,1077707249974370304
1390762550,1268933275118178309
1268933275118178309,1390762550
1110124183,1585605763640213506
1110124183,1418880372599840771
17794478,430995737
1566385335738720256,430995737
818130816022806529,818130816022806529
1348657189813014528,950214957190209537
1574765461413191681,1574765461413191681
1445079414459543627,1445079414459543627
1309411249793495040,27648752
1462839676184809474,1462839676184809474
21320589,21320589
2419105489,1265223205230383104
4121343320,1268933275118178309
1268933275118178309,4121343320
1390535509781397506,1268933275118178309
1494547716390670337,1390535509781397506
1144613965063999488,1266638682095845382
51897392,51897392
21672825,18178291
748402466778136576,1223975569
1016372527520714757,1016372527520714757
574824397,3939574932
2522309123,1466125236861120516
554455202,554455202
1567369654783336448,430995737
55593497,1514809238383521799
186899579,186899579
815814875310157824,1138402595398201345
888184057,989450724504473600
965642892,1448393285257416704
1371851147120640003,430995737
1379134336692146178,1057537632006168576
1507423167035359274,1507423167035359274
1507357874263306243,1507357874263306243
1612762021941886978,909743718575611905
894772344,2285156510
1584542233386164226,1265223205230383104
1584542233386164226,904700529988820992
1584542233386164226,1355014327988707329
1584542233386164226,1330280311729647616
1529201454111772672,1529201454111772672
1584542233386164226,1424636841303629826
1612762021941886978,1612762021941886978
1024868777207316481,1511178058858119171
1493883433688629251,1493883433688629251
1599754136219680770,1398667576675246081
2581701048,2581701048
904144789,855481986290524160
1599754136219680770,1459025969881169921
1396139603497676802,3939574932
1510990118466822151,3939574932
1449437852203241474,741899470997094400
157426436,3939574932
1556607482449231872,3939574932
1489740332216381441,1464602137321742343
1489740332216381441,18238260
1410625177268981764,1330697022635200512
954901112141774848,993112885
1177723737195438081,1179273060798619648
1179273060798619648,1177723737195438081
1150518291288469506,1612802736218570752
1277805189962006530,1510990118466822151
926852450950238211,1612802736218570752
1104792862275850250,1218302535582257152
1373738913655894027,1612802736218570752
1489740332216381441,226061405
1489740332216381441,1011500605200715777
116385296,900663764541997056
1489740332216381441,735437409966428161
1245313004729753602,1245313004729753602
1324907623754424321,1612802736218570752
1287347193758744578,1264433760
1475943004099821573,1475943004099821573
176742962,1280478731874848769
1345876340701089793,1345876340701089793
1260297610222592001,1463156480434081792
745906596,268414482
1476323510893125636,2424259633
1476323510893125636,1295324707298967552
1476323510893125636,1463919070735003648
1535327306960584705,15448383
2386930910,1559416361931395072
1511797280243916809,1612802736218570752
770162927269806080,24996451
770162927269806080,1367088713755459592
176742962,34793240
176742962,3832
176742962,783214
176742962,1399766153053061121
1090524774265245696,879631940214816768
1003909562657845249,1003909562657845249
939475199128416257,2168815104
309570860,309570860
879631940214816768,1090524774265245696
967065527150698496,1293619396276031489
1284231707265204225,1552795969959636992
1403861754808049666,1075764320523276290
1436013026340052992,3939574932
1191004278707695617,1191004278707695617
722136658515206144,1179273060798619648
1014819282226728963,55060090
1598483560331153411,2525399839
1047449279667654661,1618490684
816285335361458177,1471618884671356937
1608392836168437760,1608392836168437760
1345705790703689728,1345705790703689728
94123485,2449913803
898925022831558657,1516822158865018891
595755089,1577663222
22763833,22763833
112027949,112027949
1777794372,26190171
354214039,2196554704
2748744960,2748744960
1489740332216381441,114616283
182980598,1640929196
496344154,1212930891640492033
135990942,2420020489
1476513861356294144,4876039539
